"pollster_name","candidate","percentage","party","sample_size","state","numeric_grade"
"North Star Opinion Research","Robert F. Kennedy",11,"IND",600,"Wisconsin",1.1
"North Star Opinion Research","Chase Oliver",2,"LIB",600,"Wisconsin",1.1
"North Star Opinion Research","Jill Stein",3,"GRE",600,"Wisconsin",1.1
"North Star Opinion Research","Kamala Harris",47,"DEM",600,"Wisconsin",1.1
"North Star Opinion Research","Donald Trump",48,"REP",600,"Wisconsin",1.1
"Cygnal","Joe Biden",39.4,"DEM",600,"Iowa",2.1
"Cygnal","Donald Trump",51.4,"REP",600,"Iowa",2.1
"Echelon Insights","Joe Biden",44,"DEM",601,"Arizona",2.7
"Echelon Insights","Donald Trump",48,"REP",601,"Arizona",2.7
"Echelon Insights","Joe Biden",39,"DEM",601,"Arizona",2.7
"Echelon Insights","Donald Trump",41,"REP",601,"Arizona",2.7
"Echelon Insights","Robert F. Kennedy",11,"IND",601,"Arizona",2.7
"Echelon Insights","Jill Stein",0,"GRE",601,"Arizona",2.7
"Echelon Insights","Cornel West",1,"IND",601,"Arizona",2.7
"Echelon Insights","Chase Oliver",1,"LIB",601,"Arizona",2.7
"Echelon Insights","Joe Biden",45,"DEM",608,"Georgia",2.7
"Echelon Insights","Donald Trump",49,"REP",608,"Georgia",2.7
"Echelon Insights","Joe Biden",39,"DEM",608,"Georgia",2.7
"Echelon Insights","Donald Trump",45,"REP",608,"Georgia",2.7
"Echelon Insights","Robert F. Kennedy",7,"IND",608,"Georgia",2.7
"Echelon Insights","Jill Stein",2,"GRE",608,"Georgia",2.7
"Echelon Insights","Cornel West",2,"IND",608,"Georgia",2.7
"Echelon Insights","Chase Oliver",1,"LIB",608,"Georgia",2.7
"Echelon Insights","Joe Biden",45,"DEM",607,"Michigan",2.7
"Echelon Insights","Donald Trump",48,"REP",607,"Michigan",2.7
"Echelon Insights","Joe Biden",40,"DEM",607,"Michigan",2.7
"Echelon Insights","Donald Trump",43,"REP",607,"Michigan",2.7
"Echelon Insights","Robert F. Kennedy",8,"IND",607,"Michigan",2.7
"Echelon Insights","Jill Stein",2,"GRE",607,"Michigan",2.7
"Echelon Insights","Cornel West",2,"IND",607,"Michigan",2.7
"Echelon Insights","Chase Oliver",0,"LIB",607,"Michigan",2.7
"Echelon Insights","Joe Biden",45,"DEM",610,"North Carolina",2.7
"Echelon Insights","Donald Trump",47,"REP",610,"North Carolina",2.7
"Echelon Insights","Joe Biden",41,"DEM",610,"North Carolina",2.7
"Echelon Insights","Donald Trump",43,"REP",610,"North Carolina",2.7
"Echelon Insights","Robert F. Kennedy",7,"IND",610,"North Carolina",2.7
"Echelon Insights","Jill Stein",1,"GRE",610,"North Carolina",2.7
"Echelon Insights","Cornel West",2,"IND",610,"North Carolina",2.7
"Echelon Insights","Chase Oliver",1,"LIB",610,"North Carolina",2.7
"Echelon Insights","Joe Biden",48,"DEM",612,"Pennsylvania",2.7
"Echelon Insights","Donald Trump",47,"REP",612,"Pennsylvania",2.7
"Echelon Insights","Joe Biden",44,"DEM",612,"Pennsylvania",2.7
"Echelon Insights","Donald Trump",42,"REP",612,"Pennsylvania",2.7
"Echelon Insights","Robert F. Kennedy",6,"IND",612,"Pennsylvania",2.7
"Echelon Insights","Jill Stein",2,"GRE",612,"Pennsylvania",2.7
"Echelon Insights","Cornel West",1,"IND",612,"Pennsylvania",2.7
"Echelon Insights","Chase Oliver",1,"LIB",612,"Pennsylvania",2.7
"Echelon Insights","Joe Biden",45,"DEM",617,"Wisconsin",2.7
"Echelon Insights","Donald Trump",47,"REP",617,"Wisconsin",2.7
"Echelon Insights","Joe Biden",42,"DEM",617,"Wisconsin",2.7
"Echelon Insights","Donald Trump",43,"REP",617,"Wisconsin",2.7
"Echelon Insights","Robert F. Kennedy",6,"IND",617,"Wisconsin",2.7
"Echelon Insights","Jill Stein",2,"GRE",617,"Wisconsin",2.7
"Echelon Insights","Cornel West",1,"IND",617,"Wisconsin",2.7
"Echelon Insights","Chase Oliver",2,"LIB",617,"Wisconsin",2.7
"Echelon Insights","Joe Biden",41,"DEM",402,"Nevada",2.7
"Echelon Insights","Donald Trump",50,"REP",402,"Nevada",2.7
"Echelon Insights","Joe Biden",35,"DEM",402,"Nevada",2.7
"Echelon Insights","Donald Trump",45,"REP",402,"Nevada",2.7
"Echelon Insights","Robert F. Kennedy",9,"IND",402,"Nevada",2.7
"Echelon Insights","Jill Stein",2,"GRE",402,"Nevada",2.7
"Echelon Insights","Cornel West",2,"IND",402,"Nevada",2.7
"Echelon Insights","Chase Oliver",1,"LIB",402,"Nevada",2.7
"Morning Consult","Joe Biden",38,"DEM",781,"Arizona",1.9
"Morning Consult","Donald Trump",45,"REP",781,"Arizona",1.9
"Morning Consult","Robert F. Kennedy",9,"IND",781,"Arizona",1.9
"Morning Consult","Cornel West",1,"IND",781,"Arizona",1.9
"Morning Consult","Jill Stein",0,"GRE",781,"Arizona",1.9
"Morning Consult","Chase Oliver",0,"LIB",781,"Arizona",1.9
"Morning Consult","Joe Biden",45,"DEM",781,"Arizona",1.9
"Morning Consult","Donald Trump",48,"REP",781,"Arizona",1.9
"Morning Consult","Joe Biden",45,"DEM",694,"Michigan",1.9
"Morning Consult","Donald Trump",39,"REP",694,"Michigan",1.9
"Morning Consult","Robert F. Kennedy",6,"IND",694,"Michigan",1.9
"Morning Consult","Cornel West",2,"IND",694,"Michigan",1.9
"Morning Consult","Jill Stein",1,"GRE",694,"Michigan",1.9
"Morning Consult","Chase Oliver",1,"LIB",694,"Michigan",1.9
"Morning Consult","Joe Biden",48,"DEM",694,"Michigan",1.9
"Morning Consult","Donald Trump",43,"REP",694,"Michigan",1.9
"Morning Consult","Joe Biden",41,"DEM",695,"Wisconsin",1.9
"Morning Consult","Donald Trump",39,"REP",695,"Wisconsin",1.9
"Morning Consult","Robert F. Kennedy",10,"IND",695,"Wisconsin",1.9
"Morning Consult","Cornel West",1,"IND",695,"Wisconsin",1.9
"Morning Consult","Jill Stein",1,"GRE",695,"Wisconsin",1.9
"Morning Consult","Chase Oliver",0,"LIB",695,"Wisconsin",1.9
"Morning Consult","Joe Biden",47,"DEM",695,"Wisconsin",1.9
"Morning Consult","Donald Trump",44,"REP",695,"Wisconsin",1.9
"Morning Consult","Joe Biden",42,"DEM",790,"Georgia",1.9
"Morning Consult","Donald Trump",44,"REP",790,"Georgia",1.9
"Morning Consult","Robert F. Kennedy",7,"IND",790,"Georgia",1.9
"Morning Consult","Cornel West",1,"IND",790,"Georgia",1.9
"Morning Consult","Jill Stein",0,"GRE",790,"Georgia",1.9
"Morning Consult","Chase Oliver",0,"LIB",790,"Georgia",1.9
"Morning Consult","Joe Biden",46,"DEM",790,"Georgia",1.9
"Morning Consult","Donald Trump",47,"REP",790,"Georgia",1.9
"Morning Consult","Joe Biden",40,"DEM",696,"North Carolina",1.9
"Morning Consult","Donald Trump",42,"REP",696,"North Carolina",1.9
"Morning Consult","Robert F. Kennedy",7,"IND",696,"North Carolina",1.9
"Morning Consult","Cornel West",1,"IND",696,"North Carolina",1.9
"Morning Consult","Jill Stein",1,"GRE",696,"North Carolina",1.9
"Morning Consult","Chase Oliver",1,"LIB",696,"North Carolina",1.9
"Morning Consult","Joe Biden",43,"DEM",696,"North Carolina",1.9
"Morning Consult","Donald Trump",46,"REP",696,"North Carolina",1.9
"Morning Consult","Joe Biden",39,"DEM",452,"Nevada",1.9
"Morning Consult","Donald Trump",45,"REP",452,"Nevada",1.9
"Morning Consult","Robert F. Kennedy",6,"IND",452,"Nevada",1.9
"Morning Consult","Cornel West",2,"IND",452,"Nevada",1.9
"Morning Consult","Jill Stein",0,"GRE",452,"Nevada",1.9
"Morning Consult","Chase Oliver",1,"LIB",452,"Nevada",1.9
"Morning Consult","Joe Biden",45,"DEM",452,"Nevada",1.9
"Morning Consult","Donald Trump",48,"REP",452,"Nevada",1.9
"Morning Consult","Joe Biden",41,"DEM",794,"Pennsylvania",1.9
"Morning Consult","Donald Trump",44,"REP",794,"Pennsylvania",1.9
"Morning Consult","Robert F. Kennedy",7,"IND",794,"Pennsylvania",1.9
"Morning Consult","Cornel West",1,"IND",794,"Pennsylvania",1.9
"Morning Consult","Jill Stein",1,"GRE",794,"Pennsylvania",1.9
"Morning Consult","Chase Oliver",0,"LIB",794,"Pennsylvania",1.9
"Morning Consult","Joe Biden",44,"DEM",794,"Pennsylvania",1.9
"Morning Consult","Donald Trump",51,"REP",794,"Pennsylvania",1.9
"Virginia Commonwealth U.","Joe Biden",36,"DEM",809,"Virginia",2.1
"Virginia Commonwealth U.","Donald Trump",39,"REP",809,"Virginia",2.1
"Virginia Commonwealth U.","Robert F. Kennedy",9,"IND",809,"Virginia",2.1
"Virginia Commonwealth U.","Jill Stein",2,"GRE",809,"Virginia",2.1
"Virginia Commonwealth U.","Cornel West",1,"IND",809,"Virginia",2.1
"Virginia Commonwealth U.","Joe Biden",37.1,"DEM",755,"Virginia",2.1
"Virginia Commonwealth U.","Donald Trump",38.6,"REP",755,"Virginia",2.1
"Virginia Commonwealth U.","Robert F. Kennedy",8.4,"IND",755,"Virginia",2.1
"Virginia Commonwealth U.","Cornel West",1.6,"IND",755,"Virginia",2.1
"Virginia Commonwealth U.","Jill Stein",1.7,"GRE",755,"Virginia",2.1
"Emerson","Joe Biden",43,"DEM",1000,"Pennsylvania",2.9
"Emerson","Donald Trump",48,"REP",1000,"Pennsylvania",2.9
"Emerson","Joe Biden",42,"DEM",1000,"Georgia",2.9
"Emerson","Donald Trump",47,"REP",1000,"Georgia",2.9
"Emerson","Joe Biden",44,"DEM",1000,"Michigan",2.9
"Emerson","Donald Trump",45,"REP",1000,"Michigan",2.9
"Emerson","Joe Biden",42,"DEM",1000,"Arizona",2.9
"Emerson","Donald Trump",46,"REP",1000,"Arizona",2.9
"Emerson","Joe Biden",44,"DEM",1000,"Wisconsin",2.9
"Emerson","Donald Trump",47,"REP",1000,"Wisconsin",2.9
"Emerson","Joe Biden",41,"DEM",1000,"Nevada",2.9
"Emerson","Donald Trump",47,"REP",1000,"Nevada",2.9
"Fabrizio/Impact","Joe Biden",38,"DEM",600,"Wisconsin",1.7
"Fabrizio/Impact","Donald Trump",44,"REP",600,"Wisconsin",1.7
"Fabrizio/Impact","Robert F. Kennedy",9,"IND",600,"Wisconsin",1.7
"Fabrizio/Impact","Jill Stein",3,"GRE",600,"Wisconsin",1.7
"Fabrizio/Impact","Chase Oliver",1,"LIB",600,"Wisconsin",1.7
"Fabrizio/Impact","Joe Biden",45,"DEM",600,"Wisconsin",1.7
"Fabrizio/Impact","Donald Trump",50,"REP",600,"Wisconsin",1.7
"PPIC","Joe Biden",55,"DEM",1261,"California",2.5
"PPIC","Donald Trump",30,"REP",1261,"California",2.5
"Remington","Joe Biden",42,"DEM",638,"Arizona",2.6
"Remington","Donald Trump",49,"REP",638,"Arizona",2.6
"Remington","Robert F. Kennedy",4,"IND",638,"Arizona",2.6
"Remington","Jill Stein",1,"GRE",638,"Arizona",2.6
"Remington","Cornel West",0,"IND",638,"Arizona",2.6
"Remington","Joe Biden",42,"DEM",584,"Michigan",2.6
"Remington","Donald Trump",45,"REP",584,"Michigan",2.6
"Remington","Robert F. Kennedy",6,"IND",584,"Michigan",2.6
"Remington","Jill Stein",1,"GRE",584,"Michigan",2.6
"Remington","Cornel West",1,"IND",584,"Michigan",2.6
"Remington","Joe Biden",36,"DEM",570,"Montana",2.6
"Remington","Donald Trump",56,"REP",570,"Montana",2.6
"Remington","Robert F. Kennedy",3,"IND",570,"Montana",2.6
"Remington","Jill Stein",0,"GRE",570,"Montana",2.6
"Remington","Cornel West",1,"IND",570,"Montana",2.6
"Remington","Joe Biden",40,"DEM",601,"Nevada",2.6
"Remington","Donald Trump",47,"REP",601,"Nevada",2.6
"Remington","Robert F. Kennedy",5,"IND",601,"Nevada",2.6
"Remington","Jill Stein",1,"GRE",601,"Nevada",2.6
"Remington","Cornel West",1,"IND",601,"Nevada",2.6
"Remington","Joe Biden",41,"DEM",611,"Ohio",2.6
"Remington","Donald Trump",51,"REP",611,"Ohio",2.6
"Remington","Robert F. Kennedy",5,"IND",611,"Ohio",2.6
"Remington","Jill Stein",0,"GRE",611,"Ohio",2.6
"Remington","Cornel West",0,"IND",611,"Ohio",2.6
"Remington","Joe Biden",43,"DEM",673,"Pennsylvania",2.6
"Remington","Donald Trump",48,"REP",673,"Pennsylvania",2.6
"Remington","Robert F. Kennedy",5,"IND",673,"Pennsylvania",2.6
"Remington","Jill Stein",0,"GRE",673,"Pennsylvania",2.6
"Remington","Cornel West",1,"IND",673,"Pennsylvania",2.6
"Remington","Joe Biden",39,"DEM",589,"Texas",2.6
"Remington","Donald Trump",49,"REP",589,"Texas",2.6
"Remington","Robert F. Kennedy",5,"IND",589,"Texas",2.6
"Remington","Jill Stein",1,"GRE",589,"Texas",2.6
"Remington","Cornel West",1,"IND",589,"Texas",2.6
"Remington","Joe Biden",43,"DEM",593,"Wisconsin",2.6
"Remington","Donald Trump",49,"REP",593,"Wisconsin",2.6
"Remington","Robert F. Kennedy",4,"IND",593,"Wisconsin",2.6
"Remington","Jill Stein",1,"GRE",593,"Wisconsin",2.6
"Remington","Cornel West",0,"IND",593,"Wisconsin",2.6
"University of Houston/Texas Southern University","Joe Biden",40,"DEM",1484,"Texas",2.2
"University of Houston/Texas Southern University","Donald Trump",49,"REP",1484,"Texas",2.2
"University of Houston/Texas Southern University","Robert F. Kennedy",5,"IND",1484,"Texas",2.2
"University of Houston/Texas Southern University","Jill Stein",2,"GRE",1484,"Texas",2.2
"University of Houston/Texas Southern University","Chase Oliver",0,"LIB",1484,"Texas",2.2
"Targoz Market Research","Joe Biden",28,"DEM",1152,"Tennessee",1.8
"Targoz Market Research","Donald Trump",55,"REP",1152,"Tennessee",1.8
"Targoz Market Research","Robert F. Kennedy",7,"IND",1152,"Tennessee",1.8
"Targoz Market Research","Joe Biden",28,"DEM",962,"Tennessee",1.8
"Targoz Market Research","Donald Trump",58,"REP",962,"Tennessee",1.8
"Targoz Market Research","Robert F. Kennedy",5,"IND",962,"Tennessee",1.8
"St. Anselm","Joe Biden",42,"DEM",1746,"New Hampshire",2.4
"St. Anselm","Donald Trump",44,"REP",1746,"New Hampshire",2.4
"St. Anselm","Robert F. Kennedy",4,"IND",1746,"New Hampshire",2.4
"St. Anselm","Chase Oliver",0,"LIB",1746,"New Hampshire",2.4
"St. Anselm","Jill Stein",1,"GRE",1746,"New Hampshire",2.4
"St. Anselm","Cornel West",1,"IND",1746,"New Hampshire",2.4
"Cygnal","Joe Biden",44,"DEM",800,"Pennsylvania",2.1
"Cygnal","Donald Trump",48.3,"REP",800,"Pennsylvania",2.1
"Cygnal","Joe Biden",38.1,"DEM",800,"Pennsylvania",2.1
"Cygnal","Donald Trump",42.4,"REP",800,"Pennsylvania",2.1
"Cygnal","Robert F. Kennedy",8.8,"IND",800,"Pennsylvania",2.1
"Cygnal","Jill Stein",2,"GRE",800,"Pennsylvania",2.1
"Cygnal","Cornel West",2,"IND",800,"Pennsylvania",2.1
"co/efficient","Joe Biden",40,"DEM",810,"New Jersey",1.1
"co/efficient","Donald Trump",41,"REP",810,"New Jersey",1.1
"co/efficient","Robert F. Kennedy",7,"IND",810,"New Jersey",1.1
"EPIC/MRA","Joe Biden",45,"DEM",600,"Michigan",1.9
"EPIC/MRA","Donald Trump",49,"REP",600,"Michigan",1.9
"EPIC/MRA","Joe Biden",38,"DEM",600,"Michigan",1.9
"EPIC/MRA","Donald Trump",42,"REP",600,"Michigan",1.9
"EPIC/MRA","Robert F. Kennedy",10,"IND",600,"Michigan",1.9
"EPIC/MRA","Jill Stein",2,"GRE",600,"Michigan",1.9
"EPIC/MRA","Cornel West",2,"IND",600,"Michigan",1.9
"1892 Polling","Joe Biden",49,"DEM",600,"New Mexico",1.3
"1892 Polling","Donald Trump",47,"REP",600,"New Mexico",1.3
"1892 Polling","Joe Biden",43,"DEM",600,"New Mexico",1.3
"1892 Polling","Donald Trump",42,"REP",600,"New Mexico",1.3
"1892 Polling","Robert F. Kennedy",8,"IND",600,"New Mexico",1.3
"1892 Polling","Jill Stein",3,"GRE",600,"New Mexico",1.3
"1892 Polling","Chase Oliver",2,"LIB",600,"New Mexico",1.3
"1892 Polling","Randall A. Terry",1,"CON",600,"New Mexico",1.3
"Global Strategy Group","Joe Biden",42,"DEM",800,"Colorado",1.8
"Global Strategy Group","Donald Trump",36,"REP",800,"Colorado",1.8
"Global Strategy Group","Robert F. Kennedy",12,"IND",800,"Colorado",1.8
"Global Strategy Group","Jill Stein",3,"GRE",800,"Colorado",1.8
"Global Strategy Group","Cornel West",2,"IND",800,"Colorado",1.8
"Global Strategy Group","Joe Biden",50,"DEM",800,"Colorado",1.8
"Global Strategy Group","Donald Trump",40,"REP",800,"Colorado",1.8
"PPP","Joe Biden",56,"DEM",635,"Maryland",1.4
"PPP","Donald Trump",30,"REP",635,"Maryland",1.4
"North Star Opinion Research","Joe Biden",42,"DEM",600,"Arizona",1.1
"North Star Opinion Research","Donald Trump",48,"REP",600,"Arizona",1.1
"North Star Opinion Research","Joe Biden",32,"DEM",600,"Arizona",1.1
"North Star Opinion Research","Donald Trump",42,"REP",600,"Arizona",1.1
"North Star Opinion Research","Robert F. Kennedy",13,"IND",600,"Arizona",1.1
"North Star Opinion Research","Chase Oliver",2,"LIB",600,"Arizona",1.1
"North Star Opinion Research","Jill Stein",3,"GRE",600,"Arizona",1.1
"Marquette Law School","Joe Biden",50,"DEM",871,"Wisconsin",3
"Marquette Law School","Donald Trump",50,"REP",871,"Wisconsin",3
"Marquette Law School","Joe Biden",51,"DEM",784,"Wisconsin",3
"Marquette Law School","Donald Trump",49,"REP",784,"Wisconsin",3
"Marquette Law School","Joe Biden",40,"DEM",871,"Wisconsin",3
"Marquette Law School","Donald Trump",43,"REP",871,"Wisconsin",3
"Marquette Law School","Robert F. Kennedy",8,"IND",871,"Wisconsin",3
"Marquette Law School","Chase Oliver",2,"LIB",871,"Wisconsin",3
"Marquette Law School","Jill Stein",2,"GRE",871,"Wisconsin",3
"Marquette Law School","Cornel West",4,"IND",871,"Wisconsin",3
"Marquette Law School","Joe Biden",42,"DEM",784,"Wisconsin",3
"Marquette Law School","Donald Trump",44,"REP",784,"Wisconsin",3
"Marquette Law School","Robert F. Kennedy",7,"IND",784,"Wisconsin",3
"Marquette Law School","Chase Oliver",1,"LIB",784,"Wisconsin",3
"Marquette Law School","Jill Stein",2,"GRE",784,"Wisconsin",3
"Marquette Law School","Cornel West",3,"IND",784,"Wisconsin",3
"U. Georgia SPIA","Joe Biden",37.6,"DEM",1000,"Georgia",2.2
"U. Georgia SPIA","Donald Trump",42.7,"REP",1000,"Georgia",2.2
"U. Georgia SPIA","Robert F. Kennedy",8.5,"IND",1000,"Georgia",2.2
"U. Georgia SPIA","Chase Oliver",1,"LIB",1000,"Georgia",2.2
"University of Texas at Tyler","Joe Biden",40,"DEM",1144,"Texas",1.8
"University of Texas at Tyler","Donald Trump",46,"REP",1144,"Texas",1.8
"University of Texas at Tyler","Joe Biden",43,"DEM",931,"Texas",1.8
"University of Texas at Tyler","Donald Trump",48,"REP",931,"Texas",1.8
"University of Texas at Tyler","Joe Biden",38,"DEM",1144,"Texas",1.8
"University of Texas at Tyler","Donald Trump",46,"REP",1144,"Texas",1.8
"University of Texas at Tyler","Robert F. Kennedy",12,"IND",1144,"Texas",1.8
"University of Texas at Tyler","Chase Oliver",3,"LIB",1144,"Texas",1.8
"University of Texas at Tyler","Jill Stein",1,"GRE",1144,"Texas",1.8
"University of Texas at Tyler","Joe Biden",41,"DEM",931,"Texas",1.8
"University of Texas at Tyler","Donald Trump",47,"REP",931,"Texas",1.8
"University of Texas at Tyler","Robert F. Kennedy",8,"IND",931,"Texas",1.8
"University of Texas at Tyler","Chase Oliver",3,"LIB",931,"Texas",1.8
"University of Texas at Tyler","Jill Stein",1,"GRE",931,"Texas",1.8
"P2 Insights","Joe Biden",36,"DEM",650,"Arizona",1.1
"P2 Insights","Donald Trump",47,"REP",650,"Arizona",1.1
"P2 Insights","Robert F. Kennedy",7,"IND",650,"Arizona",1.1
"P2 Insights","Joe Biden",35,"DEM",650,"Georgia",1.1
"P2 Insights","Donald Trump",45,"REP",650,"Georgia",1.1
"P2 Insights","Robert F. Kennedy",6,"IND",650,"Georgia",1.1
"P2 Insights","Joe Biden",40,"DEM",650,"Michigan",1.1
"P2 Insights","Donald Trump",43,"REP",650,"Michigan",1.1
"P2 Insights","Robert F. Kennedy",8,"IND",650,"Michigan",1.1
"P2 Insights","Joe Biden",37,"DEM",650,"Nevada",1.1
"P2 Insights","Donald Trump",40,"REP",650,"Nevada",1.1
"P2 Insights","Robert F. Kennedy",8,"IND",650,"Nevada",1.1
"P2 Insights","Joe Biden",42,"DEM",650,"Wisconsin",1.1
"P2 Insights","Donald Trump",45,"REP",650,"Wisconsin",1.1
"P2 Insights","Robert F. Kennedy",4,"IND",650,"Wisconsin",1.1
"Emerson","Joe Biden",43.3,"DEM",1000,"Missouri",2.9
"Emerson","Donald Trump",56.7,"REP",1000,"Missouri",2.9
"Emerson","Joe Biden",34.6,"DEM",1000,"Missouri",2.9
"Emerson","Donald Trump",50.4,"REP",1000,"Missouri",2.9
"Emerson","Robert F. Kennedy",6.5,"IND",1000,"Missouri",2.9
"Emerson","Cornel West",1,"IND",1000,"Missouri",2.9
"Emerson","Jill Stein",0.6,"GRE",1000,"Missouri",2.9
"Public Opinion Strategies","Joe Biden",28,"DEM",500,"North Dakota",1.6
"Public Opinion Strategies","Donald Trump",62,"REP",500,"North Dakota",1.6
"Emerson","Joe Biden",48,"DEM",1000,"Arizona",2.9
"Emerson","Donald Trump",52,"REP",1000,"Arizona",2.9
"Emerson","Joe Biden",39.3,"DEM",1000,"Arizona",2.9
"Emerson","Donald Trump",42.7,"REP",1000,"Arizona",2.9
"Emerson","Robert F. Kennedy",7.7,"IND",1000,"Arizona",2.9
"Emerson","Cornel West",0.7,"IND",1000,"Arizona",2.9
"Emerson","Jill Stein",1.2,"GRE",1000,"Arizona",2.9
"Emerson","Joe Biden",50.3,"DEM",1000,"Nevada",2.9
"Emerson","Donald Trump",49.7,"REP",1000,"Nevada",2.9
"Emerson","Joe Biden",39.1,"DEM",1000,"Nevada",2.9
"Emerson","Donald Trump",42.1,"REP",1000,"Nevada",2.9
"Emerson","Robert F. Kennedy",7.2,"IND",1000,"Nevada",2.9
"Emerson","Cornel West",1.7,"IND",1000,"Nevada",2.9
"Emerson","Jill Stein",1.6,"GRE",1000,"Nevada",2.9
"Emerson","Joe Biden",49.3,"DEM",1000,"Michigan",2.9
"Emerson","Donald Trump",50.7,"REP",1000,"Michigan",2.9
"Emerson","Joe Biden",41.9,"DEM",1000,"Michigan",2.9
"Emerson","Donald Trump",44,"REP",1000,"Michigan",2.9
"Emerson","Robert F. Kennedy",5.2,"IND",1000,"Michigan",2.9
"Emerson","Cornel West",1.2,"IND",1000,"Michigan",2.9
"Emerson","Jill Stein",0.8,"GRE",1000,"Michigan",2.9
"Emerson","Joe Biden",51,"DEM",1000,"Minnesota",2.9
"Emerson","Donald Trump",49,"REP",1000,"Minnesota",2.9
"Emerson","Joe Biden",40.9,"DEM",1000,"Minnesota",2.9
"Emerson","Donald Trump",41.6,"REP",1000,"Minnesota",2.9
"Emerson","Robert F. Kennedy",6.3,"IND",1000,"Minnesota",2.9
"Emerson","Cornel West",0.7,"IND",1000,"Minnesota",2.9
"Emerson","Jill Stein",1.1,"GRE",1000,"Minnesota",2.9
"Emerson","Joe Biden",48.9,"DEM",1000,"Pennsylvania",2.9
"Emerson","Donald Trump",51.1,"REP",1000,"Pennsylvania",2.9
"Emerson","Joe Biden",42.2,"DEM",1000,"Pennsylvania",2.9
"Emerson","Donald Trump",44.8,"REP",1000,"Pennsylvania",2.9
"Emerson","Robert F. Kennedy",4.9,"IND",1000,"Pennsylvania",2.9
"Emerson","Cornel West",0.2,"IND",1000,"Pennsylvania",2.9
"Emerson","Jill Stein",0.9,"GRE",1000,"Pennsylvania",2.9
"Emerson","Joe Biden",48.7,"DEM",1000,"Wisconsin",2.9
"Emerson","Donald Trump",51.3,"REP",1000,"Wisconsin",2.9
"Emerson","Joe Biden",42,"DEM",1000,"Wisconsin",2.9
"Emerson","Donald Trump",43.8,"REP",1000,"Wisconsin",2.9
"Emerson","Robert F. Kennedy",6.1,"IND",1000,"Wisconsin",2.9
"Emerson","Cornel West",0.4,"IND",1000,"Wisconsin",2.9
"Emerson","Jill Stein",0.8,"GRE",1000,"Wisconsin",2.9
"Emerson","Joe Biden",47.7,"DEM",1000,"Georgia",2.9
"Emerson","Donald Trump",52.3,"REP",1000,"Georgia",2.9
"Emerson","Joe Biden",37.4,"DEM",1000,"Georgia",2.9
"Emerson","Donald Trump",44.9,"REP",1000,"Georgia",2.9
"Emerson","Robert F. Kennedy",5.9,"IND",1000,"Georgia",2.9
"Emerson","Cornel West",1.4,"IND",1000,"Georgia",2.9
"Emerson","Jill Stein",0.9,"GRE",1000,"Georgia",2.9
"Fabrizio/Impact","Joe Biden",45,"DEM",600,"Nevada",1.7
"Fabrizio/Impact","Donald Trump",48,"REP",600,"Nevada",1.7
"Fabrizio/Impact","Joe Biden",37,"DEM",600,"Nevada",1.7
"Fabrizio/Impact","Donald Trump",44,"REP",600,"Nevada",1.7
"Fabrizio/Impact","Robert F. Kennedy",10,"IND",600,"Nevada",1.7
"Fabrizio/Impact","Jill Stein",1,"GRE",600,"Nevada",1.7
"Fabrizio/Impact","Chase Oliver",1,"LIB",600,"Nevada",1.7
"Siena","Joe Biden",47,"DEM",805,"New York",2.7
"Siena","Donald Trump",39,"REP",805,"New York",2.7
"SurveyUSA","Joe Biden",47,"DEM",626,"Minnesota",2.8
"SurveyUSA","Donald Trump",41,"REP",626,"Minnesota",2.8
"PPP","Joe Biden",48,"DEM",555,"New Mexico",1.4
"PPP","Donald Trump",41,"REP",555,"New Mexico",1.4
"Selzer","Joe Biden",32,"DEM",632,"Iowa",2.8
"Selzer","Donald Trump",50,"REP",632,"Iowa",2.8
"Selzer","Robert F. Kennedy",9,"IND",632,"Iowa",2.8
"Selzer","Chase Oliver",2,"LIB",632,"Iowa",2.8
"Embold Research","Joe Biden",40,"DEM",1450,"Rhode Island",1.4
"Embold Research","Donald Trump",33,"REP",1450,"Rhode Island",1.4
"Embold Research","Robert F. Kennedy",12,"IND",1450,"Rhode Island",1.4
"Public Opinion Strategies","Joe Biden",37,"DEM",500,"Montana",1.6
"Public Opinion Strategies","Donald Trump",57,"REP",500,"Montana",1.6
"co/efficient","Joe Biden",41,"DEM",851,"Virginia",1.1
"co/efficient","Donald Trump",41,"REP",851,"Virginia",1.1
"co/efficient","Robert F. Kennedy",7,"IND",851,"Virginia",1.1
"McLaughlin","Joe Biden",37,"DEM",600,"Minnesota",0.5
"McLaughlin","Donald Trump",41,"REP",600,"Minnesota",0.5
"McLaughlin","Robert F. Kennedy",7,"IND",600,"Minnesota",0.5
"McLaughlin","Cornel West",2,"IND",600,"Minnesota",0.5
"McLaughlin","Jill Stein",2,"GRE",600,"Minnesota",0.5
"McLaughlin","Chase Oliver",0.6,"LIB",600,"Minnesota",0.5
"McLaughlin","Joe Biden",39,"DEM",600,"Minnesota",0.5
"McLaughlin","Donald Trump",44,"REP",600,"Minnesota",0.5
"McLaughlin","Jill Stein",5,"GRE",600,"Minnesota",0.5
"McLaughlin","Chase Oliver",1,"LIB",600,"Minnesota",0.5
"McLaughlin","Joe Biden",45,"DEM",600,"Minnesota",0.5
"McLaughlin","Donald Trump",47,"REP",600,"Minnesota",0.5
"Redfield & Wilton Strategies","Joe Biden",38,"DEM",430,"Arizona",1.8
